,Name,Venue_Category,Neighborhood,District,Latitude,Longitude
280,Xavier's,Lounge,Archer Heights,Archer Heights,41.812136353644576,-87.68473454049709
281,Green Tomato Cafe,Café,Archer Heights,Archer Heights,41.85314096012218,-87.71941370704961
282,Back Of The Yards Coffehouse & Roastery,Coffee Shop,Archer Heights,Archer Heights,41.80787,-87.67671
283,Troha's Shrimp & Fish House,Seafood Restaurant,Archer Heights,Archer Heights,41.844187957912425,-87.72895372550137
284,Avis Car Rental,Rental Car Location,Archer Heights,Archer Heights,41.793699,-87.751639
285,Palermo's,Pizza Place,Archer Heights,Archer Heights,41.77870235037837,-87.7175087894607
286,Walgreens,Pharmacy,Archer Heights,Archer Heights,41.796102060463866,-87.7615919709205
287,LOS MANGOS,Ice Cream Shop,Archer Heights,Archer Heights,41.787855654103055,-87.72325581900452
288,Ricobene's,Pizza Place,Armour Square,Armour Square,41.84548308263435,-87.63389230631613
289,Little Sheep Mongolian Hot Pot,Chinese Restaurant,Armour Square,Armour Square,41.849700422181655,-87.63196762557331
290,Sugar Shack,Ice Cream Shop,Armour Square,Armour Square,41.84540365910636,-87.64279754663526
291,Jackalope Coffee & Tea,Coffee Shop,Armour Square,Armour Square,41.83620532591772,-87.64596666711658
292,Guaranteed Rate Field,Baseball Stadium,Armour Square,Armour Square,41.82987314517242,-87.63372302055359
293,Maria's Packaged Goods & Community Bar,Bar,Armour Square,Armour Square,41.838092795144036,-87.65102217878494
294,Qing Xiang Yuan Dumpling,Asian Restaurant,Armour Square,Armour Square,41.85507202582821,-87.63195045647198
295,Yassa African Restaurant,African Restaurant,Armour Square,Armour Square,41.83077998252134,-87.61690649584726
296,"Willie Dixon's Blues Heaven Foundation, Historic Site of Chess Records",Historic Site,Armour Square,Armour Square,41.85352418011328,-87.62393318664556
297,Huetiful Salon,Salon / Barbershop,Armour Square,Armour Square,41.832031160066535,-87.61766755980568
298,Ping Tom Memorial Park,Park,Armour Square,Armour Square,41.859120219739005,-87.63257673903212
299,Bridgeport Art Center,Art Gallery,Armour Square,Armour Square,41.831444862022465,-87.65662804532342
300,Mariano's,Grocery Store,Armour Square,Armour Square,41.8593298742264,-87.62962193819477
301,Mariano's Fresh Market,Grocery Store,Armour Square,Armour Square,41.824200895317844,-87.61589169502258
302,31st Street Beach,Beach,Armour Square,Armour Square,41.83945842365255,-87.60802847302813
303,Marz Community Brewery,Brewery,Armour Square,Armour Square,41.82786030288918,-87.65943933675022
304,Mariano's Fresh Market,Grocery Store,Armour Square,Armour Square,41.836137,-87.6637791
305,Hyatt Regency Mc Cormick Place,Hotel,Armour Square,Armour Square,41.85212117070722,-87.61850052367501
306,Thalia Hall,Rock Club,Armour Square,Armour Square,41.857832224805755,-87.65729185972937
307,Haisous Vietnamese Kitchen,Vietnamese Restaurant,Armour Square,Armour Square,41.85791043737854,-87.65333144462963
308,Pier 31,Café,Armour Square,Armour Square,41.838574680457576,-87.60666586782189
309,Dusek's,Bar,Armour Square,Armour Square,41.8578788498557,-87.65752740620148
310,S.K.Y.,New American Restaurant,Armour Square,Armour Square,41.85786076872874,-87.65781234154781
311,Soldier Field,Football Stadium,Armour Square,Armour Square,41.863039142317675,-87.61732422496969
312,Azul 18,Latin American Restaurant,Armour Square,Armour Square,41.8580501,-87.65802240000001
313,Northerly Island,Park,Armour Square,Armour Square,41.86048422207462,-87.60895013809204
314,Binny's Beverage Depot,Liquor Store,Armour Square,Armour Square,41.867970369591866,-87.64272424158158
315,Stan's Donuts & Coffee,Coffee Shop,Armour Square,Armour Square,41.86751588099169,-87.62640161558092
316,The Field Museum,History Museum,Armour Square,Armour Square,41.86632227693518,-87.61702679762845
317,A'Nu Salon & Spa,Spa,Armour Square,Armour Square,41.83049005267281,-87.61661466574076
318,United Club,Football Stadium,Armour Square,Armour Square,41.86229005777079,-87.61566638946533
319,Manny's Cafeteria & Delicatessen,Sandwich Place,Armour Square,Armour Square,41.867930667121676,-87.64199136595967
320,Cafe Jumping Bean,Coffee Shop,Armour Square,Armour Square,41.85784624822804,-87.66274738367372
321,Historic Site of State Street Stroll,Historic Site,Armour Square,Armour Square,41.8311046,-87.6184003
322,Eleven City Diner,Diner,Armour Square,Armour Square,41.86845,-87.626118
323,Trader Joe's,Grocery Store,Armour Square,Armour Square,41.86781995584835,-87.62543401885742
324,Canton Regio,Mexican Restaurant,Armour Square,Armour Square,41.857971550034044,-87.66425762356094
325,Kriser's Natural Pet,Pet Service,Armour Square,Armour Square,41.869137,-87.627229
326,Sue The T. Rex,History Museum,Armour Square,Armour Square,41.86637723714925,-87.61698394983296
327,Museum Campus,Other Great Outdoors,Armour Square,Armour Square,41.866636638995345,-87.61433601379395
328,Ain't She Sweet Cafe,Coffee Shop,Armour Square,Armour Square,41.816816752680346,-87.61300407564259
329,Chicago's Home Of Chicken & Waffles,Southern / Soul Food Restaurant,Armour Square,Armour Square,41.822665178137115,-87.61669179157784
330,Chicago Lakefront,Waterfront,Armour Square,Armour Square,41.866562144117424,-87.60878068914879
331,The Lakefront,Beach,Armour Square,Armour Square,41.82184492892107,-87.5988948117684
332,Portillo's,Hot Dog Joint,Armour Square,Armour Square,41.870306799999994,-87.64014159999999
333,Yolk,Breakfast Spot,Armour Square,Armour Square,41.86884163463689,-87.62413883815206
334,Shedd Aquarium,Aquarium,Armour Square,Armour Square,41.867549834147724,-87.61417877225512
335,Jazz Showcase,Jazz Club,Armour Square,Armour Square,41.87164953224227,-87.62870683703491
336,LA Fitness,Gym / Fitness Center,Armour Square,Armour Square,41.832001062135134,-87.61486509219874
337,Sip & Savor,Coffee Shop,Armour Square,Armour Square,41.81681724591578,-87.61287605920819
338,Tuscany,Italian Restaurant,Armour Square,Armour Square,41.86963078840899,-87.65180697292574
339,Arc Bar,Bar,Armour Square,Armour Square,41.85141751048714,-87.61803922771051
340,Lou Malnati's Pizzeria,Pizza Place,Armour Square,Armour Square,41.87158848477336,-87.62742544507326
341,Skyline view,Beach,Armour Square,Armour Square,41.86647342998444,-87.60843833590874
342,Kim & Carlo's Chicago Style Hot Dogs,Hot Dog Joint,Armour Square,Armour Square,41.86756346237103,-87.61586707698567
343,Kasey's Tavern,Pub,Armour Square,Armour Square,41.87331679994802,-87.6292839012783
344,Adler Planetarium,Planetarium,Armour Square,Armour Square,41.866383,-87.606758
345,Shedd Aquarium Store,Gift Shop,Armour Square,Armour Square,41.867561714052655,-87.61443174842934
346,Buddy Guy's Legends,Music Venue,Armour Square,Armour Square,41.87303431768606,-87.62613544504585
347,Dmk @ Soldier Field,Burger Joint,Armour Square,Armour Square,41.86175144920917,-87.61690479967245
348,Stingray Touch,Aquarium,Armour Square,Armour Square,41.86705628533095,-87.61402922640305
349,Auditorium Theatre,Theater,Armour Square,Armour Square,41.87605807115569,-87.62530297973589
350,Oakwood Beach,Beach,Armour Square,Armour Square,41.822278260707456,-87.5976987170076
351,Norman's Bistro,Restaurant,Armour Square,Armour Square,41.81679481240921,-87.60180942790596
352,Blues Brothers Mural / Shelly's Loan & Jewelry Co.,Plaza,Armour Square,Armour Square,41.80939090482649,-87.61951741077654
353,Wild Reef,Aquarium,Armour Square,Armour Square,41.86749810251407,-87.61408396699156
354,The Field Museum Main Store,Gift Shop,Armour Square,Armour Square,41.866322118058896,-87.61703802745275
355,Grant Park,Park,Armour Square,Armour Square,41.876625784739396,-87.61926269478863
356,Grainger Sky Theater,Movie Theater,Armour Square,Armour Square,41.86636988366481,-87.60698323000005
357,Clarence Buckingham Memorial Fountain,Fountain,Armour Square,Armour Square,41.87575166512911,-87.61903563315646
358,Cafecito,Cuban Restaurant,Armour Square,Armour Square,41.87572380188489,-87.62638570202324
359,Chicago Blues District,Jazz Club,Armour Square,Armour Square,41.81007053839409,-87.61410509512463
360,Peach's Restaurant,Breakfast Spot,Armour Square,Armour Square,41.809480672555544,-87.61700925698138
361,Conte Di Savoia European Specialties,Sandwich Place,Armour Square,Armour Square,41.86936263539157,-87.66326149831053
362,Caribbean Reef Tank,Aquarium,Armour Square,Armour Square,41.867572852343685,-87.61409933935225
363,The Peninsula,Hotel,Armour Square,Armour Square,41.87865680433235,-87.62984111534422
364,Culver's,Fast Food Restaurant,Armour Square,Armour Square,41.833338741462256,-87.61643705141023
365,Symphony Center (Chicago Symphony Orchestra),Concert Hall,Armour Square,Armour Square,41.87927535633318,-87.62468041570357
366,Some Like It Black Creative Arts Bar,Juice Bar,Armour Square,Armour Square,41.818431592954205,-87.60525095247108
367,The Art Institute of Chicago,Art Museum,Armour Square,Armour Square,41.87957903855897,-87.62390917994335
368,Bake For Me,Bakery,Armour Square,Armour Square,41.81604765397413,-87.64548804602377
369,Intelligentsia Coffee,Coffee Shop,Armour Square,Armour Square,41.878091699511145,-87.62961497685733
370,Revival Food Hall,Food Court,Armour Square,Armour Square,41.87956,-87.63055
371,H-Mart,Grocery Store,Armour Square,Armour Square,41.877856727247035,-87.6449802979054
372,Skydeck Chicago,Scenic Lookout,Armour Square,Armour Square,41.878975865410595,-87.63503710617434
373,Chicago Architecture Foundation,Museum,Armour Square,Armour Square,41.878556492385385,-87.62455021572826
374,Jazzin' at the Shedd,Aquarium,Armour Square,Armour Square,41.867531711452656,-87.61422517299397
375,Garrett Popcorn Shops,Snack Place,Armour Square,Armour Square,41.87817454315992,-87.6288823334721
376,cafeteria yesenia,Cuban Restaurant,Armour Square,Armour Square,41.81646246311463,-87.66530428716963
377,Abbott Oceanarium,Aquarium,Armour Square,Armour Square,41.867648731724145,-87.61311860289202
378,Grant Park - Butler Field,Park,Armour Square,Armour Square,41.87960030491081,-87.61960448141531
379,Hamilton The Musical,Theater,Armour Square,Armour Square,41.881049341650346,-87.62881058588184
380,Kimpton Gray Hotel,Hotel,Armour Square,Armour Square,41.88087481612714,-87.63175159692764
381,Chicago Athletic Association,Hotel,Armour Square,Armour Square,41.8816255,-87.62494179999999
382,Simply Soup Salad  & Sandwiches,Deli / Bodega,Armour Square,Armour Square,41.80947342124549,-87.60998203181559
383,Blick Art Materials,Arts & Crafts Store,Armour Square,Armour Square,41.88091304192975,-87.62815105573134
384,12th Street Beach,Beach,Armour Square,Armour Square,41.86453278469675,-87.60764608699377
385,The Plant Chicago,Farm,Armour Square,Armour Square,41.810567057701455,-87.66089578951252
386,Greek Islands,Greek Restaurant,Armour Square,Armour Square,41.87892161094905,-87.64732805417756
387,gallery guichard,Art Gallery,Armour Square,Armour Square,41.80954705679052,-87.61455723289781
388,CIBC Theatre,Theater,Chinatown,Armour Square,41.88123457111842,-87.62879525582633
389,Cindy's,Gastropub,Chinatown,Armour Square,41.881695385518725,-87.62460021795313
390,Millennium Park,Park,Chinatown,Armour Square,41.88269349036099,-87.62344161192892
391,Lakefront Trail,Trail,Chinatown,Armour Square,41.88095290076189,-87.61711172991943
392,Fitness Formula Club (FFC),Gym,Chinatown,Armour Square,41.88148544390432,-87.64151684546043
393,The Modern Wing,Art Gallery,Chinatown,Armour Square,41.8803653388393,-87.62222687680084
394,Garrett Popcorn Shops - Citigroup Center,Snack Place,Chinatown,Armour Square,41.88222740963215,-87.64050481663979
395,The Gage,Gastropub,Chinatown,Armour Square,41.88120182139492,-87.62448118100146
396,Game Room,Bar,Chinatown,Armour Square,41.88174504033741,-87.62491138275158
397,Cafecito,Cuban Restaurant,Chinatown,Armour Square,41.88221905029665,-87.6338783754628
398,Iwan Ries & Co,Smoke Shop,Chinatown,Armour Square,41.88159117921783,-87.62614790069703
399,Jay Pritzker Pavilion,Amphitheater,Chinatown,Armour Square,41.88261417679556,-87.6217818260193
400,Cloud Gate by Anish Kapoor,Outdoor Sculpture,Chinatown,Armour Square,41.88266809422269,-87.62331873178482
401,Barefeet Power Yoga,Yoga Studio,Chinatown,Armour Square,41.88043651893885,-87.65227710567301
402,Broadway In Chicago,Performing Arts Venue,Chinatown,Armour Square,41.882829954952925,-87.62786415482503
403,Mary Bartelme Park,Park,Chinatown,Armour Square,41.87992383218503,-87.65029250683386
404,Lurie Garden,Garden,Chinatown,Armour Square,41.881494494370116,-87.62178339402973
405,Brooklyn Boulders Chicago,Climbing Gym,Chinatown,Armour Square,41.88031087623621,-87.65208271823934
406,Mariano's Fresh Market,Grocery Store,Chinatown,Armour Square,41.881129200000004,-87.6474946
407,Civic Opera House,Opera House,Chinatown,Armour Square,41.88262616495191,-87.63706660694655
408,Maggie Daley Park,Park,Chinatown,Armour Square,41.882904611592366,-87.61884577368617
409,Cherry Circle Room,American Restaurant,Chinatown,Armour Square,41.88199386897253,-87.62504971026537
410,Pret A Manger,Sandwich Place,Chinatown,Armour Square,41.883872261131394,-87.62865218958072
411,Chicago Cultural Center,Museum,Chinatown,Armour Square,41.883640263310966,-87.62467077533688
412,Cadillac Palace Theatre,Theater,Chinatown,Armour Square,41.88400646666445,-87.63314419432791
413,Crown Fountain,Fountain,Chinatown,Armour Square,41.88151175775704,-87.6238295778567
414,Starbucks,Coffee Shop,Chinatown,Armour Square,41.88429836912896,-87.63385097568745
415,James M. Nederlander Theatre,Theater,Chinatown,Armour Square,41.88441581705103,-87.62886080288179
416,Whole Foods Market,Grocery Store,Chinatown,Armour Square,41.88241229160717,-87.64726393369709
417,Luke's Lobster,Seafood Restaurant,Chinatown,Armour Square,41.884119761121404,-87.63237498981722
418,The Chicago Theatre,Theater,Chinatown,Armour Square,41.8855389313031,-87.6271507302385
419,Soho House,Hotel,Chinatown,Armour Square,41.88379284605335,-87.64836176783503
420,Intelligentsia Coffee,Coffee Shop,Chinatown,Armour Square,41.88451693392431,-87.62578251254217
421,Avec,New American Restaurant,Chinatown,Armour Square,41.884503700961965,-87.64346655892966
422,Sawada Coffee,Coffee Shop,Chinatown,Armour Square,41.88372962882918,-87.6487263464664
423,Green Street Smoked Meats,BBQ Joint,Chinatown,Armour Square,41.88374674300202,-87.6488193283818
424,Chicago French Market,Market,Chinatown,Armour Square,41.884097176739274,-87.64078436558992
425,The Doughnut Vault,Donut Shop,Chinatown,Armour Square,41.88401927545063,-87.63974392824299
426,sweetgreen,Salad Place,Chinatown,Armour Square,41.8849641,-87.62472840000001
427,Small Cheval,Burger Joint,Chinatown,Armour Square,41.88480120575818,-87.63848238483385
428,The Dearborn,Gastropub,Chinatown,Armour Square,41.88441496734612,-87.62955366674909
429,Stadium Club,Lounge,Wentworth Gardens,Armour Square,41.829609908287075,-87.63373520902698
430,Craft Kave,Bar,Wentworth Gardens,Armour Square,41.82920921287987,-87.6337744832428
431,Illinois Eye Institute,Eye Doctor,Wentworth Gardens,Armour Square,41.835265,-87.62227899999998
432,35th Street Red Hots,Hot Dog Joint,Wentworth Gardens,Armour Square,41.83088136101031,-87.63893742295008
433,Freddie's Pizza,Pizza Place,Wentworth Gardens,Armour Square,41.83792259904969,-87.64395529901705
434,Armour Square Park,Park,Wentworth Gardens,Armour Square,41.83443196706756,-87.63521130184989
435,Nana,Café,Wentworth Gardens,Armour Square,41.834542630504096,-87.64603698283877
436,Pancho Pistolas,Mexican Restaurant,Wentworth Gardens,Armour Square,41.83811497753944,-87.64392109786829
437,Zaytune Mediterranean Grill,Mediterranean Restaurant,Wentworth Gardens,Armour Square,41.83720331668269,-87.65103647881699
438,Perfect 10 Spa,Cosmetics Shop,Wentworth Gardens,Armour Square,41.83821315397876,-87.63521208129751
439,Zhou B Art Center,Art Gallery,Wentworth Gardens,Armour Square,41.830381712445664,-87.65188661955187
440,Phil's Pizza,Pizza Place,Wentworth Gardens,Armour Square,41.83073678337147,-87.65367237280525
441,D3: Dre's Diesel Dome,Gym / Fitness Center,Wentworth Gardens,Armour Square,41.845420287340865,-87.62288689613342
442,Co-Prosperity Sphere,Art Gallery,Wentworth Gardens,Armour Square,41.835691789214025,-87.6511231496162
443,Bernice's Tavern,Bar,Wentworth Gardens,Armour Square,41.835280905732816,-87.64626711023683
444,Connie's Pizza,Pizza Place,Wentworth Gardens,Armour Square,41.84921445991613,-87.64075656635572
445,Palmisano Park,Scenic Lookout,Wentworth Gardens,Armour Square,41.843641240395705,-87.64683824262355
446,Dolo Restaurant & Bar,Asian Restaurant,Wentworth Gardens,Armour Square,41.85259384787642,-87.63599196937744
447,Chicago Helicopter Experience,Heliport,Wentworth Gardens,Armour Square,41.8484113911258,-87.64755090156284
448,Chinatown Gate,Sculpture Garden,Wentworth Gardens,Armour Square,41.852764898180325,-87.63178110122679
449,Seven Treasures Cantonese,Chinese Restaurant,Wentworth Gardens,Armour Square,41.85061272256362,-87.63198191603071
450,Chi Cafe,Chinese Restaurant,Wentworth Gardens,Armour Square,41.85356822391474,-87.63459915893438
451,Del Toro,Mexican Restaurant,Wentworth Gardens,Armour Square,41.85321307364409,-87.64647720752086
452,The Duck Inn,Gastropub,Wentworth Gardens,Armour Square,41.84439152976564,-87.660044964604
